,ID,Churn,Sexo,Sênior,Parceiro,Dependentes,MesesDeContrato,Telefone,VáriasLinhas,SegurançaOnline,ServiçoInternet,BackupOnline,ProteçãoDispositivo,SuporteTécnico,StreamingTV,StreamingFilmes,Contato,FaturamentoSemPapel,GastoDiario,FormaDePagamento,EncargosMensal,EncargosTotal
151,0244-LGNFY,No,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,3.09,Bank transfer (automatic),92.65,6733.0
152,0247-SLUJI,No,Masculino,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.66,Cheque enviado,19.7,19.7
153,0248-IPDFW,No,Feminino,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.67,Cheque eletrônico,50.1,50.1
154,0248-PGHBZ,No,Feminino,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Dois Anos,Yes,3.08,Bank transfer (automatic),92.45,6140.85
155,0253-ZTEOB,No,Feminino,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Dois Anos,No,2.66,Cheque eletrônico,79.65,3870.3
156,0254-FNMCI,No,Feminino,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.66,Cheque eletrônico,109.9,7624.2
157,0254-KCJGT,No,Masculino,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Um Ano,Yes,2.71,Credit card (automatic),81.4,4354.45
158,0254-WWRKD,No,Feminino,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,Um Ano,No,1.68,Credit card (automatic),50.55,3431.75
159,0256-LTHVJ,Yes,Feminino,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.7,Cheque eletrônico,81.05,2227.1
160,0257-KXZGU,No,Feminino,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Mês a mês,No,2.08,Bank transfer (automatic),62.45,2045.55
161,0257-ZESQC,Yes,Feminino,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,Yes,2.51,Bank transfer (automatic),75.2,1929.35
162,0258-NOKBL,No,Masculino,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Mês a mês,No,3.01,Cheque eletrônico,90.4,268.45
163,0259-GBZSH,Yes,Masculino,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.86,Cheque eletrônico,85.65,181.5
164,0260-ZDLGK,Yes,Feminino,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,2.43,Cheque enviado,72.9,651.4
165,0263-FJTQO,No,Masculino,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Dois Anos,Yes,2.35,Credit card (automatic),70.5,3486.65
166,0264-CNITK,No,Feminino,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Bank transfer (automatic),20.1,1389.6
167,0265-EDXBD,Yes,Masculino,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.5,Cheque eletrônico,74.9,2303.35
168,0265-PSUAE,No,Feminino,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mês a mês,No,3.36,Bank transfer (automatic),100.7,1522.7
169,0266-CLZKZ,No,Feminino,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.52,Bank transfer (automatic),105.65,6717.9
170,0266-GMEAO,No,Masculino,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.81,Credit card (automatic),114.3,8058.55
171,0268-QKIWO,Yes,Feminino,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.66,Cheque eletrônico,19.75,58.85
172,0269-XFESX,No,Masculino,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.81,Cheque enviado,24.35,538.5
173,0270-THENM,No,Masculino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Dois Anos,No,2.33,Bank transfer (automatic),69.85,5102.35
174,0274-JKUJR,No,Masculino,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mês a mês,No,1.96,Cheque enviado,58.85,465.7
176,0277-BKSQP,No,Masculino,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Mês a mês,Yes,1.81,Cheque eletrônico,54.4,475.1
177,0277-ORXQS,No,Masculino,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Dois Anos,No,1.68,Bank transfer (automatic),50.55,3364.55
178,0278-YXOOG,Yes,Masculino,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.7,Cheque enviado,21.05,113.85
179,0280-XJGEX,Yes,Masculino,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.46,Bank transfer (automatic),103.7,5036.3
180,0281-CNTZX,No,Masculino,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.66,Bank transfer (automatic),19.95,1234.8
181,0282-NVSJS,No,Feminino,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,0.98,Cheque enviado,29.3,355.9
182,0285-INHLN,No,Masculino,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Mês a mês,Yes,1.82,Credit card (automatic),54.75,1510.3
183,0289-IVARM,No,Feminino,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mês a mês,No,2.02,Cheque eletrônico,60.55,1982.6
184,0292-WEGCH,No,Feminino,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,2.87,Cheque eletrônico,86.2,4524.05
185,0295-PPHDO,Yes,Masculino,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.18,Cheque eletrônico,95.45,95.45
186,0295-QVKPB,No,Masculino,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Mês a mês,Yes,2.13,Credit card (automatic),63.95,318.1
187,0297-RBCSG,No,Masculino,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Um Ano,Yes,2.18,Bank transfer (automatic),65.35,1231.85
188,0298-XACET,No,Masculino,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Dois Anos,No,1.67,Cheque enviado,50.2,2554.0
189,0301-FIDRB,No,Feminino,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.13,Bank transfer (automatic),63.8,4684.3
190,0301-KOBTQ,No,Masculino,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.67,Bank transfer (automatic),20.05,614.45
191,0302-JOIVN,Yes,Feminino,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,No,3.37,Cheque eletrônico,101.15,842.9
192,0303-UNCIP,No,Masculino,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Um Ano,No,2.17,Cheque enviado,65.0,2531.8
193,0303-WMMRN,No,Masculino,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.64,Cheque enviado,19.25,86.05
194,0305-SQECB,No,Feminino,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,Um Ano,Yes,1.2,Cheque enviado,36.05,402.6
195,0306-JAELE,Yes,Masculino,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,3.2,Cheque eletrônico,96.1,453.4
196,0307-BCOPK,No,Feminino,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.64,Cheque enviado,19.05,326.65
197,0308-GIQJT,No,Masculino,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Um Ano,No,3.52,Bank transfer (automatic),105.75,7382.85
198,0308-IVGOK,No,Feminino,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Um Ano,Yes,1.35,Credit card (automatic),40.4,422.6
199,0310-MVLET,Yes,Feminino,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,3.3,Cheque eletrônico,99.15,6010.05
200,0310-SUCIN,No,Feminino,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,2.83,Bank transfer (automatic),84.8,6046.1
201,0310-VQXAM,No,Masculino,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.66,Cheque enviado,19.85,178.8
202,0311-QYWSS,No,Feminino,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,1.65,Cheque eletrônico,49.45,314.6
203,0311-UNPFF,Yes,Feminino,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,2.96,Bank transfer (automatic),88.8,2274.35
204,0314-TKOSI,No,Feminino,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Mês a mês,No,1.84,Cheque enviado,55.15,322.9
205,0315-LVCRK,No,Masculino,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Mês a mês,No,2.83,Cheque eletrônico,84.8,888.75
206,0318-QUUOB,Yes,Masculino,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.68,Cheque eletrônico,80.55,80.55
207,0318-ZOPWS,No,Feminino,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.67,Bank transfer (automatic),20.15,973.35
208,0319-QZTCO,No,Feminino,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Mês a mês,Yes,1.96,Credit card (automatic),58.7,168.6
209,0320-DWVTU,No,Feminino,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Dois Anos,No,3.32,Cheque enviado,99.5,5424.25
210,0320-JDNQG,Yes,Masculino,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Mês a mês,Yes,3.33,Cheque eletrônico,99.85,2331.3
211,0322-CHQRU,Yes,Masculino,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,1.51,Cheque eletrônico,45.35,89.5
212,0322-YINQP,Yes,Masculino,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,1.62,Cheque enviado,48.55,48.55
213,0323-XWWTN,No,Masculino,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.88,Cheque enviado,26.4,121.25
214,0324-BRPCJ,Yes,Feminino,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,3.34,Cheque eletrônico,100.2,6851.65
215,0325-XBFAC,Yes,Masculino,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.16,Cheque eletrônico,94.7,740.3
216,0326-VDYXE,No,Feminino,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.26,Cheque eletrônico,97.65,6982.5
217,0327-WFZSY,No,Masculino,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,No,3.33,Cheque eletrônico,100.0,3835.55
218,0328-GRPMV,Yes,Feminino,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.34,Cheque eletrônico,70.1,70.1
220,0329-GTIAJ,Yes,Feminino,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,3.26,Cheque eletrônico,97.9,315.3
221,0330-BGYZE,No,Masculino,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,No,3.42,Bank transfer (automatic),102.5,6157.6
222,0330-IVZHA,Yes,Feminino,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.33,Cheque eletrônico,69.95,330.15
223,0334-GDDSO,Yes,Masculino,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.71,Cheque eletrônico,81.35,233.7
224,0334-ZFJSR,No,Feminino,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Um Ano,Yes,2.2,Credit card (automatic),66.05,3462.1
225,0336-KXKFK,No,Masculino,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.04,Credit card (automatic),61.2,4390.25
226,0336-PIKEI,No,Masculino,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Dois Anos,No,2.48,Bank transfer (automatic),74.4,5360.75
227,0337-CNPZE,Yes,Feminino,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.54,Cheque eletrônico,106.3,4443.45
228,0343-QLUZP,No,Masculino,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Dois Anos,No,1.32,Bank transfer (automatic),39.6,2424.5
229,0345-HKJVM,Yes,Feminino,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,No,2.98,Cheque eletrônico,89.3,577.6
230,0345-XMMUG,No,Feminino,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.63,Credit card (automatic),108.9,4854.3
231,0347-UBKUZ,No,Feminino,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.66,Cheque enviado,19.9,320.45
232,0348-SDKOL,Yes,Feminino,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.4,Credit card (automatic),102.1,5885.4
233,0354-VXMJC,No,Masculino,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.65,Credit card (automatic),19.6,426.65
234,0354-WYROK,Yes,Feminino,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.3,Cheque eletrônico,98.9,2911.3
235,0356-ERHVT,No,Masculino,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.53,Bank transfer (automatic),45.9,521.9
236,0356-OBMAC,No,Feminino,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Dois Anos,Yes,3.33,Bank transfer (automatic),99.9,5706.3
237,0357-NVCRI,No,Feminino,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Credit card (automatic),20.05,471.7
238,0361-HJRDX,No,Feminino,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,2.14,Credit card (automatic),64.35,4539.6
239,0362-RAOQO,No,Feminino,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.65,Credit card (automatic),19.65,830.25
240,0362-ZBZWJ,Yes,Masculino,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.83,Cheque eletrônico,84.9,3067.2
241,0363-QJVFX,Yes,Masculino,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,3.6,Credit card (automatic),108.15,3432.9
242,0363-SVHYR,No,Masculino,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,2.9,Bank transfer (automatic),86.85,6263.8
243,0365-BZUWY,No,Masculino,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.42,Cheque eletrônico,102.55,1742.5
244,0365-GXEZS,No,Masculino,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Mês a mês,No,2.61,Cheque eletrônico,78.2,1468.75
245,0365-TRTPY,No,Feminino,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Mês a mês,No,3.04,Bank transfer (automatic),91.2,3382.3
246,0366-NQSHS,No,Masculino,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.64,Cheque enviado,19.35,46.35
247,0369-ZGOVK,No,Feminino,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Um Ano,Yes,2.35,Bank transfer (automatic),70.4,1992.2
248,0373-AIVNJ,No,Masculino,0,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Um Ano,No,1.32,Cheque enviado,39.55,373.0
249,0374-AACSZ,No,Feminino,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,No,1.67,Cheque eletrônico,50.15,50.15
250,0374-FIUCA,No,Masculino,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.68,Credit card (automatic),20.4,1414.45
251,0374-IOEGQ,No,Feminino,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,1.49,Cheque eletrônico,44.6,122.7
252,0375-HVGXO,Yes,Feminino,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Mês a mês,Yes,1.16,Cheque eletrônico,34.7,34.7
253,0376-OIWME,No,Masculino,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Mês a mês,Yes,3.12,Cheque eletrônico,93.6,3366.05
254,0376-YMCJC,Yes,Masculino,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Mês a mês,Yes,3.02,Cheque eletrônico,90.6,1943.2
255,0377-JBKKT,No,Masculino,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Mês a mês,Yes,1.93,Cheque enviado,57.95,1271.8
256,0378-CJKPV,No,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,3.74,Credit card (automatic),112.1,7965.95
257,0378-NHQXU,Yes,Feminino,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Mês a mês,No,2.94,Cheque eletrônico,88.25,1460.65
258,0378-TOVMS,Yes,Feminino,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Mês a mês,No,2.86,Cheque eletrônico,85.8,272.2
259,0378-XSZPU,Yes,Masculino,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Um Ano,No,2.01,Credit card (automatic),60.3,3563.8
260,0379-DJQHR,No,Masculino,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Dois Anos,No,2.71,Credit card (automatic),81.35,5398.6
261,0380-NEAVX,No,Masculino,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.33,Cheque eletrônico,99.85,3343.15
262,0380-ZCSBI,No,Masculino,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Credit card (automatic),20.0,198.7
263,0383-CLDDA,No,Feminino,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.84,Credit card (automatic),85.35,5897.4
264,0384-LPITE,No,Masculino,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Um Ano,No,2.07,Credit card (automatic),62.05,2511.55
265,0384-RVBPI,No,Masculino,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Mês a mês,No,2.15,Credit card (automatic),64.4,1398.6
266,0386-CWRGM,No,Feminino,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.65,Cheque enviado,19.4,967.85
267,0388-EOPEX,Yes,Feminino,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,Yes,2.48,Cheque eletrônico,74.4,139.4
268,0390-DCFDQ,Yes,Feminino,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.35,Cheque enviado,70.45,70.45
269,0392-BZIUW,No,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Dois Anos,Yes,3.5,Credit card (automatic),105.0,7589.8
270,0394-YONDK,No,Masculino,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.84,Credit card (automatic),25.15,1790.15
271,0396-HUJBP,No,Feminino,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.64,Cheque enviado,19.3,44.4
272,0396-UKGAI,No,Masculino,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Mês a mês,Yes,1.84,Bank transfer (automatic),55.3,1284.2
273,0396-YCHWO,No,Masculino,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.18,Cheque eletrônico,95.4,3474.2
274,0397-GZBBC,Yes,Masculino,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.13,Bank transfer (automatic),93.85,5574.75
275,0397-ZXWQF,No,Masculino,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.68,Bank transfer (automatic),20.5,1430.95
276,0401-WDBXM,No,Masculino,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Dois Anos,Yes,3.52,Bank transfer (automatic),105.55,7542.25
277,0402-CQAJN,Yes,Feminino,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.4,Bank transfer (automatic),101.9,3545.35
278,0402-OAMEN,No,Feminino,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.82,Bank transfer (automatic),24.45,1709.1
279,0404-AHASP,No,Masculino,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.66,Credit card (automatic),19.7,1421.9
280,0404-SWRVG,Yes,Masculino,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.48,Cheque eletrônico,74.4,229.55
281,0406-BPDVR,Yes,Feminino,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Um Ano,Yes,3.38,Credit card (automatic),101.5,5373.1
282,0407-BDJKB,Yes,Masculino,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,3.19,Cheque eletrônico,95.75,5742.9
283,0409-WTMPL,No,Feminino,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.69,Credit card (automatic),110.65,6526.65
284,0410-IPFTY,No,Feminino,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mês a mês,Yes,2.8,Bank transfer (automatic),83.85,2674.15
285,0411-EZJZE,No,Feminino,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Mês a mês,Yes,2.01,Cheque eletrônico,60.25,170.5
286,0412-UCCNP,No,Masculino,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Dois Anos,Yes,1.97,Cheque eletrônico,59.2,3175.85
287,0415-MOSGF,Yes,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,1.48,Cheque enviado,44.4,44.4
288,0419-YAAPX,No,Masculino,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Mês a mês,Yes,2.84,Credit card (automatic),85.3,4297.95
289,0420-BWTPW,Yes,Masculino,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,0.85,Cheque enviado,25.5,215.2
290,0420-HLGXF,No,Feminino,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.32,Cheque eletrônico,99.75,4036.0
291,0420-TXVSG,No,Masculino,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Dois Anos,Yes,2.2,Credit card (automatic),66.1,4428.45
292,0422-OHQHQ,No,Feminino,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.68,Cheque enviado,20.55,295.95
293,0422-UXFAP,No,Feminino,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.3,Cheque eletrônico,98.85,4947.55
294,0423-UDIJQ,No,Masculino,1,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,No,1.64,Cheque enviado,49.2,447.9
295,0426-TIRNE,Yes,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.7,Cheque enviado,20.9,20.9
296,0428-AXXLJ,No,Masculino,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.65,Bank transfer (automatic),19.5,516.3
297,0428-IKYCP,No,Masculino,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Mês a mês,Yes,2.9,Bank transfer (automatic),87.0,1850.65
298,0430-IHCDJ,No,Masculino,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.63,Cheque eletrônico,49.0,749.25
299,0431-APWVY,Yes,Feminino,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Um Ano,Yes,3.0,Bank transfer (automatic),90.1,2598.95
300,0432-CAJZV,No,Masculino,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,No,3.02,Cheque enviado,90.7,237.65
301,0434-CSFON,No,Feminino,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.35,Cheque eletrônico,100.5,4707.1
302,0436-TWFFZ,No,Feminino,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.84,Cheque enviado,85.25,5714.2
